ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,DATES,year,month,currency,components,start_dense_data,last_survey_point,data_coverage,data_coverage_recent,index_confidence_submodels,spatially_interpolated,apples,bananas,beans,bread,bulgur,cabbage,carrots,cassava,cassava_flour,cassava_meal,cheese,chickpeas,cocoyam,cowpeas,cucumbers,dates,eggplants,gari,garlic,groundnuts,lentils,maize,maize_flour,maize_meal,milk,millet,oil,onions,oranges,parsley,pasta,peas,plantains,potatoes,pulses,rice,salt,salt_iodised,sesame,sorghum,spinach,sugar,tea,tomatoes,tomatoes_paste,watermelons,wheat,wheat_flour,yam,yogurt,o_imp_apples,h_imp_apples,l_imp_apples,c_imp_apples,o_imp_bananas,h_imp_bananas,l_imp_bananas,c_imp_bananas,o_imp_beans,h_imp_beans,l_imp_beans,c_imp_beans,o_imp_bread,h_imp_bread,l_imp_bread,c_imp_bread,o_imp_bulgur,h_imp_bulgur,l_imp_bulgur,c_imp_bulgur,o_imp_cabbage,h_imp_cabbage,l_imp_cabbage,c_imp_cabbage,o_imp_carrots,h_imp_carrots,l_imp_carrots,c_imp_carrots,o_imp_cassava,h_imp_cassava,l_imp_cassava,c_imp_cassava,o_imp_cassava_flour,h_imp_cassava_flour,l_imp_cassava_flour,c_imp_cassava_flour,o_imp_cassava_meal,h_imp_cassava_meal,l_imp_cassava_meal,c_imp_cassava_meal,o_imp_cheese,h_imp_cheese,l_imp_cheese,c_imp_cheese,o_imp_chickpeas,h_imp_chickpeas,l_imp_chickpeas,c_imp_chickpeas,o_imp_cocoyam,h_imp_cocoyam,l_imp_cocoyam,c_imp_cocoyam,o_imp_cowpeas,h_imp_cowpeas,l_imp_cowpeas,c_imp_cowpeas,o_imp_cucumbers,h_imp_cucumbers,l_imp_cucumbers,c_imp_cucumbers,o_imp_dates,h_imp_dates,l_imp_dates,c_imp_dates,o_imp_eggplants,h_imp_eggplants,l_imp_eggplants,c_imp_eggplants,o_imp_gari,h_imp_gari,l_imp_gari,c_imp_gari,o_imp_garlic,h_imp_garlic,l_imp_garlic,c_imp_garlic,o_imp_groundnuts,h_imp_groundnuts,l_imp_groundnuts,c_imp_groundnuts,o_imp_lentils,h_imp_lentils,l_imp_lentils,c_imp_lentils,o_imp_maize,h_imp_maize,l_imp_maize,c_imp_maize,o_imp_maize_flour,h_imp_maize_flour,l_imp_maize_flour,c_imp_maize_flour,o_imp_maize_meal,h_imp_maize_meal,l_imp_maize_meal,c_imp_maize_meal,o_imp_milk,h_imp_milk,l_imp_milk,c_imp_milk,o_imp_millet,h_imp_millet,l_imp_millet,c_imp_millet,o_imp_oil,h_imp_oil,l_imp_oil,c_imp_oil,o_imp_onions,h_imp_onions,l_imp_onions,c_imp_onions,o_imp_oranges,h_imp_oranges,l_imp_oranges,c_imp_oranges,o_imp_parsley,h_imp_parsley,l_imp_parsley,c_imp_parsley,o_imp_pasta,h_imp_pasta,l_imp_pasta,c_imp_pasta,o_imp_peas,h_imp_peas,l_imp_peas,c_imp_peas,o_imp_plantains,h_imp_plantains,l_imp_plantains,c_imp_plantains,o_imp_potatoes,h_imp_potatoes,l_imp_potatoes,c_imp_potatoes,o_imp_pulses,h_imp_pulses,l_imp_pulses,c_imp_pulses,o_imp_rice,h_imp_rice,l_imp_rice,c_imp_rice,o_imp_salt,h_imp_salt,l_imp_salt,c_imp_salt,o_imp_salt_iodised,h_imp_salt_iodised,l_imp_salt_iodised,c_imp_salt_iodised,o_imp_sesame,h_imp_sesame,l_imp_sesame,c_imp_sesame,o_imp_sorghum,h_imp_sorghum,l_imp_sorghum,c_imp_sorghum,o_imp_spinach,h_imp_spinach,l_imp_spinach,c_imp_spinach,o_imp_sugar,h_imp_sugar,l_imp_sugar,c_imp_sugar,o_imp_tea,h_imp_tea,l_imp_tea,c_imp_tea,o_imp_tomatoes,h_imp_tomatoes,l_imp_tomatoes,c_imp_tomatoes,o_imp_tomatoes_paste,h_imp_tomatoes_paste,l_imp_tomatoes_paste,c_imp_tomatoes_paste,o_imp_watermelons,h_imp_watermelons,l_imp_watermelons,c_imp_watermelons,o_imp_wheat,h_imp_wheat,l_imp_wheat,c_imp_wheat,o_imp_wheat_flour,h_imp_wheat_flour,l_imp_wheat_flour,c_imp_wheat_flour,o_imp_yam,h_imp_yam,l_imp_yam,c_imp_yam,o_imp_yogurt,h_imp_yogurt,l_imp_yogurt,c_imp_yogurt,o_food_price_index,h_food_price_index,l_food_price_index,c_food_price_index
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2017-08-01,2017,8,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.01,52.01,48.01,49.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.19,59.27,55.11,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39,23.35,21.43,23.13,,,,,,,,,,,,,1.18,1.2,1.16,1.18
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2017-09-01,2017,9,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,52.01,47.98,49.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.77,59.03,56.51,56.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.51,24.47,22.55,23.12,,,,,,,,,,,,,1.18,1.2,1.15,1.17
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2017-10-01,2017,10,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,52.03,47.97,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.91,56.49,55.33,54.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.01,24.02,22.01,22.75,,,,,,,,,,,,,1.17,1.2,1.14,1.15
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2017-11-01,2017,11,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96,51.99,47.93,49.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.64,55.49,53.79,52.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,23.82,21.78,22.01,,,,,,,,,,,,,1.14,1.18,1.11,1.13
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2017-12-01,2017,12,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97,52,47.94,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.23,53.16,51.3,51.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,22.54,20.66,22.75,,,,,,,,,,,,,1.12,1.15,1.09,1.13
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-01-01,2018,1,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.98,52,47.95,49.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.89,53.21,50.58,51.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.53,24.33,22.73,23.5,,,,,,,,,,,,,1.12,1.15,1.09,1.13
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-02-01,2018,2,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97,51.99,47.95,49.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.13,53.67,50.59,51.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.65,24.59,22.71,23,,,,,,,,,,,,,1.13,1.17,1.1,1.13
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-03-01,2018,3,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97,51.97,47.96,49.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.11,53.8,50.43,51.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96,23.89,22.04,23,,,,,,,,,,,,,1.13,1.16,1.09,1.13
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-04-01,2018,4,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97,51.96,47.98,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.12,53.91,50.33,51.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.03,24.01,22.05,24.49,,,,,,,,,,,,,1.13,1.16,1.09,1.14
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-05-01,2018,5,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.98,51.96,48.01,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.11,53.98,50.25,53.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.58,26.3,24.87,24.49,,,,,,,,,,,,,1.15,1.18,1.12,1.16
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-06-01,2018,6,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99,51.95,48.03,52.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.81,56.61,53.02,55.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.13,24.8,23.46,23,,,,,,,,,,,,,1.17,1.2,1.14,1.18
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-07-01,2018,7,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.22,55.7,52.74,52.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.86,57.81,53.91,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.59,23.16,22.01,23.74,,,,,,,,,,,,,1.2,1.23,1.16,1.21
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-08-01,2018,8,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.32,53.73,50.91,49.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.52,61.32,57.72,55.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.31,24.79,23.82,22.9,,,,,,,,,,,,,1.23,1.27,1.2,1.16
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-09-01,2018,9,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.89,49.85,47.94,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.74,55.27,54.2,56.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36,22.45,22.28,22.97,,,,,,,,,,,,,1.15,1.16,1.13,1.17
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-10-01,2018,10,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.2,51.36,49.05,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.01,58.77,57.25,59.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.38,23.87,22.88,22.83,,,,,,,,,,,,,1.17,1.18,1.16,1.19
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-11-01,2018,11,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,51.16,48.43,49.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.14,61.44,58.85,58.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6,23.25,21.95,22.64,,,,,,,,,,,,,1.2,1.22,1.19,1.18
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2018-12-01,2018,12,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05,51.54,48.56,49.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.9,59.2,56.59,58.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86,23.64,22.07,22.89,,,,,,,,,,,,,1.18,1.2,1.16,1.18
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-01-01,2019,1,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96,51.54,48.39,49.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.39,60.03,56.75,58.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.95,23.83,22.07,22.76,,,,,,,,,,,,,1.18,1.21,1.16,1.18
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-02-01,2019,2,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97,51.6,48.35,49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,59.92,56.27,57.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89,23.82,21.97,22.02,,,,,,,,,,,,,1.18,1.21,1.15,1.17
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-03-01,2019,3,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.94,51.6,48.29,49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.06,60.01,56.11,57.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59,22.42,20.76,23.89,,,,,,,,,,,,,1.17,1.2,1.14,1.19
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-04-01,2019,4,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.97,51.65,48.28,49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.06,60.1,56.03,57.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.43,26.3,24.56,25.12,,,,,,,,,,,,,1.2,1.23,1.17,1.2
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-05-01,2019,5,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96,51.65,48.26,49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.09,60.19,55.99,58.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.26,25.65,24.87,25.74,,,,,,,,,,,,,1.21,1.24,1.18,1.21
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-06-01,2019,6,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96,51.66,48.26,49.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.24,61.39,57.09,58.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.52,27.02,26.03,25.74,,,,,,,,,,,,,1.22,1.25,1.19,1.21
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-07-01,2019,7,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.96,51.66,48.26,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.51,60.66,56.36,57.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.37,26.02,24.72,25.37,,,,,,,,,,,,,1.21,1.25,1.18,1.2
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-08-01,2019,8,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99,51.69,48.28,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.85,59.99,55.71,57.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.67,26.51,24.84,24.5,,,,,,,,,,,,,1.2,1.23,1.17,1.2
AFG,Afghanistan,Badakhshan,Argo,Badakhshan,37.03785,70.45621,gid_370378704562,2019-09-01,2019,9,AFN,"bread (1 KG, Index Weight = 1), rice (1 KG, Index Weight = 1), wheat (1 KG, Index Weight = 1)",Jan-07,Nov-22,77.07,39.81,0.89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.99,51.69,48.29,49.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.1,60.27,55.93,57.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81,24.5,23.11,24.01,,,,,,,,,,,,,1.19,1.22,1.16,1.19
